Run,Assay Type,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,AvgSpotLen,Bases,Bytes,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Alias,ENA_CHECKLIST,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,sex,isolate,INSDC_center_alias,AssemblyName,Description,Breed,tissue,BioSampleModel,dev_stage,label,Age,Biomaterial_provider,strain,disease,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,phenotype,body_site,isolation-source,collection_date,Cultivar,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,instrument_model (run),Isolation_source
ERR979472,WGS,SAMEA3498583,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056344,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498583,ERP011292,PRJEB10098,196,1786922984,1149628426,2015-09-25,2018-11-16,KB7848_SB528,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805732,ERS805732,KB7848_SB528,female,KB7848_SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979473,WGS,SAMEA3498583,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056345,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498583,ERP011292,PRJEB10098,196,3459778868,2344573795,2015-09-25,2018-11-16,KB7848_SB528,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805732,ERS805732,KB7848_SB528,female,KB7848_SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979474,WGS,SAMEA3498583,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056346,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498583,ERP011292,PRJEB10098,196,3501614284,2278299856,2015-09-25,2018-11-16,KB7848_SB528,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805732,ERS805732,KB7848_SB528,female,KB7848_SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979475,WGS,SAMEA3498583,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056347,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498583,ERP011292,PRJEB10098,196,1801108876,1165582249,2015-09-25,2018-11-16,KB7848_SB528,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805732,ERS805732,KB7848_SB528,female,KB7848_SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979476,WGS,SAMEA3498583,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056348,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498583,ERP011292,PRJEB10098,196,2450441784,1699982845,2015-09-25,2018-11-16,KB7848_SB528,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805732,ERS805732,KB7848_SB528,female,KB7848_SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979477,WGS,SAMEA3498583,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056349,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498583,ERP011292,PRJEB10098,196,2095461676,1391355157,2015-09-25,2018-11-16,KB7848_SB528,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805732,ERS805732,KB7848_SB528,female,KB7848_SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979478,WGS,SAMEA3498583,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056350,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498583,ERP011292,PRJEB10098,196,2431995636,1690120167,2015-09-25,2018-11-16,KB7848_SB528,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805732,ERS805732,KB7848_SB528,female,KB7848_SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979480,WGS,SAMEA3498583,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056352,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498583,ERP011292,PRJEB10098,196,2413680220,1675085357,2015-09-25,2018-11-16,KB7848_SB528,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805732,ERS805732,KB7848_SB528,female,KB7848_SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979481,WGS,SAMEA3498583,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056353,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498583,ERP011292,PRJEB10098,196,2412484620,1669343841,2015-09-25,2018-11-16,KB7848_SB528,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805732,ERS805732,KB7848_SB528,female,KB7848_SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979482,WGS,SAMEA3498583,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056354,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498583,ERP011292,PRJEB10098,196,2426808104,1682798075,2015-09-25,2018-11-16,KB7848_SB528,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805732,ERS805732,KB7848_SB528,female,KB7848_SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979483,WGS,SAMEA3498583,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056355,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498583,ERP011292,PRJEB10098,196,2440163152,1689943101,2015-09-25,2018-11-16,KB7848_SB528,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805732,ERS805732,KB7848_SB528,female,KB7848_SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979485,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056357,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,2560004804,1664725868,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979486,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056358,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,2560308016,1723155895,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979487,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056359,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,2741007668,1788217388,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979488,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056360,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,1769900580,1235010515,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979489,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056361,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,2577055040,1677138167,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979490,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056362,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,3270114372,2110323480,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979491,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056363,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,2513676480,1691590780,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979492,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056364,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,1210515992,802516994,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979494,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056366,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,2562876988,1729660121,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979495,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056367,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,3248946764,2091100521,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979496,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056368,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,1605073792,1115049119,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979498,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056370,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,1437195284,997118405,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979499,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056371,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,1559677840,1081631495,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979500,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056372,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,1771033068,1235747085,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979501,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056373,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,1559080040,1089380230,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979502,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056374,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,3284668352,2119478839,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979503,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056375,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,3299701944,2124302323,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979504,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056376,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,1723937796,1196627603,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979505,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056377,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,3302467308,2134902734,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979506,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056378,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,3308558792,2138733650,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979507,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056379,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,3211295948,2060886732,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979508,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056380,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,2535957172,1702383535,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979509,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056381,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,2601957036,1691413269,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979510,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056382,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,3312918616,2141016411,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979511,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056383,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,3173644348,2173876616,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979512,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056384,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,2647749104,1732711268,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979513,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056385,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,3142227900,2155369478,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979514,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056386,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,3141356484,2162247453,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979515,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056387,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,3124357404,2142379873,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979516,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056388,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,3114013308,2128827697,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
ERR979518,WGS,SAMEA3498589,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056390,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498589,ERP011292,PRJEB10098,196,3172361724,2167590868,2015-09-25,2018-11-16,SB533,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805738,ERS805738,SB533,male,SB528,,,,,,,,,,,,,,,,,,,,,,,,
